"","Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude.","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website","Creation_Date"
"141","Golden Heights Calisthenic Club","16 LAKE FROME PLACE","GREENWITH","SA",5125,"bandjrowe@gmail.com",-34.76492,138.71417,"Calisthenics","",2005-09-26
"142","Burnside Rugby Union Football Club","420 THE PARADE","KENSINGTON GARDENS","SA",5068,"brufc_secretary@adam.com",-34.92178,138.66368,"Rugby Union","burnsiderugby.com.au",1957-04-20
"143","Mount Gambier Calisthenics College","27-31 PERCY STREET","MOUNT GAMBIER","SA",5290,"",-37.82885,140.78542,"Calisthenics","www.mountgambiercalisthenicscollege.websyte.com.au",1996-01-04
"144","Banksia Park Netball Club","96 HAINES ROAD","BANKSIA PARK","SA",5091,"mboth@internode.on.net",-34.81053,138.73057,"Netball","banksiaparknetballclub.com",1982-06-17
"145","Adelaide Hills Hockey Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA",5250,"hillshornets@gmail.com",-35.056,138.85363,"Hockey","",1973-05-07
"146","AM United Hockey Club","LOT 156 DUCK PONDS ROAD","STOCKWELL","SA",5355,"",-34.43318,139.04808,"Hockey","",2000-10-14
"147","Adelaide Cougars Netball Club","155 RAILWAY TERRACE","KESWICK TERMINAL","SA",5035,"",-34.9329,138.57866,"Netball","",1957-12-14
"148","Clarendon Tennis Club","LOT 46 NICOLLE ROAD","CLARENDON","SA",5157,"ClarendonTennis@gmail.com",-35.11332,138.63207,"Tennis","http://www.tennis.com.au/clarendontennisclub/",1999-07-07
"149","Two Wells Football and Netball Sporting Club","LOT 103 OLD PORT WAKEFIELD ROAD","TWO WELLS","SA",5501,"twowellsfc@sanflcfl.com.au",-34.59703,138.51717,"Australian Rules,Netball","www.twfnsc.com.au",1979-08-23
"150","Lutheran Tennis Club Murray Bridge","33 TODD AVENUE","MURRAY BRIDGE","SA",5253,"",-35.13416,139.2468,"Tennis","",1974-05-17
"151","Mundulla Netball Club Incorporated","1 NORTH TERRACE","MUNDULLA","SA",5270,"tgr83627@bigpond.net.au",-36.36026,140.68882,"Netball","",1954-03-22
"152","Southern Flinders Football Club","16221 HORROCKS HIGHWAY","GLADSTONE","SA",5473,"",-33.27508,138.35424,"Australian Rules","",1984-01-04
"153","Southern Flinders Football Club","7 EAST TERRACE","LAURA","SA",5480,"",-33.18433,138.30489,"Australian Rules","",1962-07-03
"154","Southern Flinders Football Club","41 CREW ROAD","WIRRABARA","SA",5481,"",-33.03081,138.26573,"Australian Rules","",1966-12-06
"155","Adelaide University Volleyball Club","UNIT 24 63 HACKNEY ROAD","HACKNEY","SA",5069,"auvolleyball@gmail.com",-34.9139,138.6164,"Volleyball","http://www.auvc.com.au",1974-05-12
"156","Eudunda Robertstown Netball Club","LOT 500 MORGAN ROAD","EUDUNDA","SA",5374,"prior_ashlee77@hotmail.com",-34.18002,139.08964,"Netball","",1955-10-25
"157","Flagstaff Hill Tennis Club","5 COROMANDEL STREET","FLAGSTAFF HILL","SA",5159,"fhtcmembers@hotmail.com",-35.0534,138.59475,"Tennis","www.flagstaffhilltennis.com.au",1993-09-06
"158","Dolphins Amateur Swimming Club","UNIT 3 60 CANNAWIGARA ROAD","BORDERTOWN","SA",5268,"dolphinsasc@hotmail.com",-36.30897,140.76548,"Swimming","",1977-12-26
"159","Mitcham Football Club","16 HAWTHORN CRESCENT","HAWTHORN","SA",5062,"steve@optionwines.com.au",-34.97323,138.60093,"Australian Rules","www.mitchamhawks.com.au",2004-08-24
"160","Westlands United Soccer & Social Club","LOT 33 FORESHORE","WHYALLA","SA",5600,"andrew.jasper@bigpond.com",-33.04144,137.5778,"Football (Soccer)","",1963-07-13
"161","Angaston Tennis Club","1 CHINNER STREET","ANGASTON","SA",5353,"fabroweld@bigpond.com",-34.5059,139.04389,"Tennis","",1980-06-20
"162","Robe Tennis Club","2 O'HALLORAN STREET","ROBE","SA",5276,"robetennisclub@gmail.com",-37.1645,139.74912,"Tennis","",1966-02-04
"163","Coromandel Valley Tennis Club","LOT 11 MAIN ROAD","COROMANDEL VALLEY","SA",5051,"chrismccarthy@hlbsa.com.au",-35.05238,138.61965,"Tennis","www.coromandelvalleytennisclub.com.au",1969-08-04
"164","West Adelaide Bearcats Basketball Club","50-58 ST VINCENT STREET","PORT ADELAIDE","SA",5015,"tankwest15@gmail.com",-34.84561,138.50009,"Basketball","www.westbearcats.net",1967-10-28
"165","Echoes Basketball Club","LOT 970 PRESSER ROAD","TANUNDA","SA",5352,"alicia@venomsupplies.com",-34.52402,138.94284,"Basketball","",1969-12-19
"166","Lameroo Sports Club","LOT 191 OVAL TERRACE","LAMEROO","SA",5302,"kim@mcpiggery.com.au",-35.33254,140.517,"Tennis","",2005-03-24
"167","South Gawler Cricket Club","LOT 110 DAWSON ROAD","EVANSTON","SA",5116,"",-34.62362,138.73142,"Cricket","",1953-08-14
"168","Southern Carriage Driving Society","154 SCHENSCHER ROAD","MONARTO","SA",5254,"cate.goodall@health.sa.gov.au",-35.10523,139.13215,"Equestrian","http://www.southerncarriagedrivingsociety.org.au/",1980-08-01
"169","Tatiara Hockey Association","LOT 103 VENN AVENUE","BORDERTOWN","SA",5268,"linda@mundigo.com.au",-36.3163,140.76986,"Hockey","https://memberdesq.onesporttechnology.com/1045/org",1950-04-05
"170","Ingle Farm Junior Soccer Club","47 MARY LEONARD DRIVE","INGLE FARM","SA",5098,"najalika@bigpond.net.au",-34.82927,138.64094,"Football (Soccer)","http://inglefarmjuniorsoccerclub.com/",1973-03-03
"171","Tatiara Hockey Association","LOT 410 SOUTH EAST TERRACE","KEITH","SA",5267,"linda@mundigo.com.au",-36.10179,140.35596,"Hockey","https://memberdesq.onesporttechnology.com/1045/org",1991-09-25
"172","Paskeville Basketball Club","LOT 505 RAILWAY TERRACE","PASKEVILLE","SA",5552,"ajjbdavies@bigpond.com",-34.03975,137.90485,"Basketball","http://www.foxsportspulse.com/club_info.cgi?clubID=57822&c=1-4595-0-0-0",1999-01-19
"173","Tatiara Hockey Association","23 KENNEDY STREET","MUNDULLA","SA",5270,"linda@mundigo.com.au",-36.35682,140.6913,"Hockey","https://memberdesq.onesporttechnology.com/1045/org",1981-02-20
"174","Tatiara Hockey Association","3426 RIDDOCH HIGHWAY","WILLALOOKA","SA",5267,"linda@mundigo.com.au",-36.39089,140.34863,"Hockey","https://memberdesq.onesporttechnology.com/1045/org",1998-07-15
"175","McLaren Districts Soccer Club","LOT 14 MAIN ROAD","MCLAREN FLAT","SA",5171,"sieben@bigpond.com",-35.2074,138.5811,"Football (Soccer)","www.mclarensoccer.com",1968-11-24
"176","Tatiara Hockey Association","Tatiara (Bordertown, Mundulla, Keith, Willalooka, Western Flat)","Western Flat","SA",NA,"linda@mundigo.com.au",-36.46825,140.74194,"Hockey","https://memberdesq.onesporttechnology.com/1045/org",2004-10-15
"177","International Clay Target Club","LOT 701 PARK ROAD","BUCKLAND PARK","SA",5120,"asolotv@internode.on.net",-34.66488,138.53824,"Shooting","",1966-07-19
"178","Tea Tree Gully Golf Club","108 HAMILTON ROAD","FAIRVIEW PARK","SA",5126,"dean@ttggolfclub.com.au",-34.79495,138.72844,"Golf","ttggolfclub.com.au",1982-04-12
"179","Somerton Park Tennis Club","UNIT 1 33 WILTON AVENUE","SOMERTON PARK","SA",5044,"sptc5044@gmail.com",-34.99982,138.52571,"Tennis","http://www.tennis.com.au/somertonparktc/",1957-11-28
"180","Eastern Mavericks District Basketball Club","26 ALEXANDRINA ROAD","MOUNT BARKER","SA",5251,"secretary@easternmavericks.com.au",-35.07443,138.86232,"Basketball","easternmavericks.com.au",1954-05-13
"181","Semaphore Centrals Netball Club","166 HART STREET","ETHELTON","SA",5015,"semaphorenetball@outlook.com",-34.8459,138.48895,"Netball","semaphorecentrals@netball.asn.au",1964-01-11
"182","Semaphore Centrals Netball Club","165 RAILWAY TERRACE","KESWICK TERMINAL","SA",5035,"semaphorenetball@outlook.com",-34.93226,138.57723,"Netball","semaphorecentrals@netball.asn.au",1968-08-19
"183","Renmark Rovers Football Club","LOT 81 MARRARA STREET","RENMARK","SA",5341,"renmarkfc@sanflcfl.com.au",-34.16792,140.74202,"Australian Rules","rrfc.weebly.com",1995-11-07
"184","Seaton Ramblers Football and Sports Club","67 PEDLAR STREET","SEATON","SA",5023,"",-34.88077,138.50683,"Australian Rules","",1992-08-16
"185","Southern Tigers Basketball Association","LOT 105 ROCHESTER STREET","MORPHETT VALE","SA",5162,"",-35.12042,138.53884,"Basketball","",1951-05-02
"186","Bridgewater Callington Raiders Football Club","9-13 CALLINGTON ROAD","CALLINGTON","SA",5254,"sneezer@internode.on.net",-35.11356,139.03947,"Australian Rules","http://www.bridgewaterraiders.org.au/",1968-06-01
"187","Oakdale Netball Club","165 RAILWAY TERRACE","KESWICK TERMINAL","SA",5035,"oakdalesecretary@hotmail.com",-34.93227,138.57674,"Netball","www.oakdalenetballclub.com.au",1988-08-09
"188","Gawler Skating Club","LOT 4 NIXON TERRACE","GAWLER","SA",5118,"aquatic.recreational@gawler.sa.gov.au",-34.59702,138.73903,"Roller Sports","gawlerskatingclub.com.au",2003-04-05
"189","Enfield Hockey Club","UNIT 1 31 KENT AVENUE","CLEARVIEW","SA",5085,"secretary@enfieldhockeyclub.com.au",-34.86287,138.6148,"Hockey","www.enfieldhockeyclub.com.au",1978-02-20
"190","Galaxy Basketball Club ","115-119 OLD PRINCES HIGHWAY","MURRAY BRIDGE EAST","SA",5253,"csmith@centacare.org.au",-35.11429,139.30374,"Basketball","",1980-08-20
"191","Gymnastics SA","453 MORPHETT ROAD","OAKLANDS PARK","SA",5046,"highperformance@gymsa.com.au",-35.01279,138.54095,"Gymnastics","www.gymsa.com.au/hp",1986-04-02
"192","Tanunda Football Club","LOT 99 ELIZABETH STREET","TANUNDA","SA",5352,"tanundajp@live.com.au",-34.5215,138.9572,"Australian Rules,Cricket,Netball,Tennis","www.tanundafc.com.au",1978-01-06
"193","Loxton Football Club","LOT 10 BOOKPURNONG TERRACE","LOXTON","SA",5333,"loxtonfc@sanflcfl.com.au",-34.45038,140.57719,"Australian Rules","www.loxtonfootballclub.com",1967-03-23
"194","Kapunda Netball Club","LOT 3 MOYLE ROAD","KAPUNDA","SA",5373,"sarahbrett14@bigpond.com ",-34.32989,138.90161,"Netball","",1987-04-05
"195","Port Adelaide Athletics Club","LOT 20 LANGHAM PLACE","PORT ADELAIDE","SA",5015,"contact@paac.net.au",-34.85195,138.50408,"Athletics","paac.net.au",1977-11-06
"196","St Michael's All Angels Netball Club","UNIT 1 89 HOLBROOKS ROAD","FLINDERS PARK","SA",5025,"registrar@smaanetballclub.com.au",-34.91203,138.54805,"Netball","www.smaanetballclub.com.au",1954-05-25
"197","Xavier Saints Tennis Club","LOT 2 VICTORIA TERRACE","GAWLER","SA",5118,"tokafish@iprimus.com.au",-34.59565,138.7381,"Tennis","http://gawlertennis.com.au/clubs/xavier-saints/",1963-03-23
"198","Carisbrook Calisthenics Club","59-61 PARK TERRACE","SALISBURY","SA",5108,"carisbrookcali@gmail.com",-34.76584,138.64665,"Calisthenics","www.facebook.com/carisbrookcalisthenicsclub",1990-02-13
"199","Salisbury Villa Sports and Social Club","76 LAVENDER DRIVE","PARAFIELD GARDENS","SA",5107,"salisburyvilla@hotmail.com",-34.77609,138.61696,"Football (Soccer)","",1994-08-10
"200","Southern Table Tennis","LOT 642 STATES ROAD","MORPHETT VALE","SA",5162,"admin@southerntabletennis.org.au",-35.12063,138.53753,"Table Tennis","www.southerntabletennis.org.au",1975-03-21
"201","Reynella Tennis Club","LOT 64 RAILWAY TERRACE","OLD REYNELLA","SA",5161,"gwsgtdjd@adam.com.au",-35.08978,138.54398,"Tennis","",1956-05-13
"202","Mount Barker Tennis Club","20 ALBERT ROAD","MOUNT BARKER","SA",5251,"thesecretary@mountbarkertennisclub.com",-35.07648,138.86305,"Tennis","mountbarkertennisclub.com",1990-10-15
"203","Yorke Peninsula Taekwondo Centre","59-61 MAITLAND ROAD","MINLATON","SA",5575,"leslielund@internode.on.net",-34.75879,137.5973,"Taekwondo","www.taekwondo-yp-sa.webs.com",1978-07-20
"204","Yorke Peninsula Taekwondo Centre","2 NORTH TERRACE","MINLATON","SA",5575,"leslielund@internode.on.net",-34.76575,137.59306,"Taekwondo","www.taekwondo-yp-sa.webs.com",1976-02-08
"205","Hindmarsh Valley Tennis Club","30 HINDMARSH TIERS ROAD","HINDMARSH VALLEY","SA",5211,"dixpryce@gmail.com",-35.49689,138.62604,"Tennis","",1982-06-17
"206","Gazelles Netball Club","4B MAVROS ROAD","ELIZABETH DOWNS","SA",5113,"secretary@gazellesnetballclub.com",-34.70465,138.6848,"Netball","www.gazellesnetballclub.com",1971-10-19
"207","Heathfield Netball Club","130 LONGWOOD ROAD","HEATHFIELD","SA",5153,"Heathfieldnetballclub@gmail.com",-35.02239,138.71314,"Netball","http://heathfield.sa.netball.com.au",1986-03-01
"208","North Vikings Inline Hockey Club","LOT 4 NIXON TERRACE","GAWLER","SA",5118,"northvikings@hotmail.com.au",-34.59794,138.7399,"Roller Sports","northvikings.hockeysyte.com",1966-11-19
"209","Ceduna Sports Club","LOT 184 EYRE HIGHWAY","CEDUNA","SA",5690,"cedunasportsclub@gmail.com",-32.11865,133.67444,"Australian Rules,Cricket,Dancesport,Eight-Ball,Netball,Tennis","",1968-05-13
"210","Flagstaff Hill Football Club","4 COROMANDEL STREET","FLAGSTAFF HILL","SA",5159,"fhfc@internode.on.net",-35.05353,138.59479,"Australian Rules","fhfc.com.au",1972-10-07
"211","Kapunda Bowling Club","8-12 OLDHAM STREET","KAPUNDA","SA",5373,"kapundabowlingclub@gmail.com",-34.34149,138.91832,"Bowls","http://kapundabowlingclub.bowls.au",2001-08-03
"212","Hahndorf Soccer Club","24 PINE AVENUE","HAHNDORF","SA",5245,"contact@hahndorfsc.com",-35.03253,138.80844,"Football (Soccer)","www.hahndorfsc.com",1969-06-10
"213","Hackham Football Club","LOT 1 DOCTORS ROAD","HACKHAM","SA",5163,"hackhamfootballandsocialclub@gmail.com",-35.13693,138.53489,"Australian Rules,Cricket,Eight-Ball,Football (Soccer)","www.hackhamhawks.com.au",1999-05-16
"214","South Australian Race Walkers Club","67 GREENHILL ROAD","WAYVILLE","SA",5034,"steve.harlington@gmail.com",-34.94129,138.59523,"Athletics","http://www.racewalking.com.au/",1951-12-19
"215","Port Adelaide Tennis Club","118 WOOLNOUGH ROAD","LARGS BAY","SA",5016,"info@portadelaidetennisclub.com",-34.83279,138.48803,"Tennis","www.portadelaidetennisclub.com",1984-09-16
"216","Barossa Tigers Junior Basketball Club","LOT 44 MAGNOLIA ROAD","TANUNDA","SA",5352,"",-34.51879,138.98029,"Basketball","www.foxsportspulse.com/club_info.cgi?clubID=72336&c=1-4983-0-0-0",1971-06-09
"217","Torrens Rowing Club","LOT 1018 VICTORIA DRIVE","ADELAIDE","SA",5000,"tmilne@torrensrowingclub.com",-34.91697,138.5998,"Rowing","www.torrensrowingclub.com",1951-08-02
"218","Goodwood Baseball Club","2 STURT AVENUE","COLONEL LIGHT GARDENS","SA",5041,"president@goodwoodbaseball.com.au",-34.98993,138.59429,"Baseball","http://www.goodwoodbaseball.com.au/",1973-07-25
"219","Morphett Vale Football and Sports Club","4 WHEATSHEAF ROAD","MORPHETT VALE","SA",5162,"morphettvalefootballclubsecretary@live.com.au",-35.12707,138.52528,"Australian Rules","www.morphettvalefc.sportingpulse.net",1981-01-02
"220","Forestville Hockey Club","5 FAIRFAX AVENUE","MILLSWOOD","SA",5034,"juniors@fhc.com.au",-34.95643,138.58453,"Hockey","www.fhc.com.au",1984-06-18
"221","Gumeracha Netball Club","9 ALBERT STREET","GUMERACHA","SA",5233,"karynhicks@bigpond.com",-34.82494,138.88298,"Netball","www.gumeracha.sa.netball.com.au",2003-06-28
"222","Golden Grove Tennis Club","LOT 2 YATALA VALE ROAD","SURREY DOWNS","SA",5126,"secretary@ggtc.org.au",-34.79411,138.71464,"Tennis","www.ggtc.org.au",1976-10-05
"223","Gawler Hockey Club","70 ANGLE VALE ROAD","EVANSTON GARDENS","SA",5116,"GawlerHC@barossahockey.com",-34.62642,138.71766,"Hockey","http://www.gawlerhockeyclub.com/site/index.cfm?fuseaction=display_main&OrgID=11575",1951-07-16
"224","Golden Grove Cricket Club","LOT 102 WYNN VALE DRIVE","WYNN VALE","SA",5127,"ggcc@goldengrovecc.asn.au",-34.79925,138.68074,"Cricket","www.goldengrovecc.asn.au",1957-09-09
"225","Golden Grove Cricket Club","39 ONE TREE HILL ROAD","GOLDEN GROVE","SA",5125,"ggcc@goldengrovecc.asn.au",-34.77627,138.72662,"Cricket","www.goldengrovecc.asn.au",2005-02-05
"226","Eyre Gymnastics Club","LOT 32 BROADBENT TERRACE","WHYALLA","SA",5600,"eyregymnastics@yahoo.com.au",-33.04189,137.58058,"Gymnastics","",2004-07-10
"227","Adelaide University Rugby Union Football Club","LOT 101 FULLARTON ROAD","URRBRAE","SA",5064,"shortblacks@aurugby.com.au",-34.96972,138.62841,"Rugby Union","https://www.facebook.com/AURUFC",2004-07-27
"228","Kadina Netball Club","1 FRANCES TERRACE","KADINA","SA",5554,"svadams5@bigpond.com",-33.96214,137.70691,"Netball","",1984-12-16
"229","Ice Hockey Association (SA)","Ice Arena","TORRENSVILLE","SA",5031,"",-34.91973,138.57827,"Ice Hockey","",1952-05-11
"230","Special Olympics South Australia","40-50 YORK AVENUE","CLOVELLY PARK","SA",5042,"trevkin@adam.com.au",-35.00152,138.57386,"Basketball","www.specialolympics.com.au/sa/adelaidesouth",1983-09-13
"231","Special Olympics South Australia","LOT 220 MILHAM STREET","OAKLANDS PARK","SA",5046,"communitysa@specialolympics.com.au",-35.01371,138.54266,"Tenpin Bowling","www.specialolympics.com.au/sa",1986-05-10
"232","Glenelg District Cricket Club","LOT 100 BRIGHTON ROAD","GLENELG EAST","SA",5045,"alanscholz@bigpond.com",-34.98365,138.5208,"Cricket","www.gdcc.net.au",1958-12-08
"233","Reynella Cricket Club","5 OVAL ROAD","OLD REYNELLA","SA",5161,"reynella.juniors@gmail.com",-35.08886,138.54326,"Cricket","http://reynellacc.sa.cricket.com.au",1965-02-02
"234","Two Wells Equestrian and Pony Club","47 AUNGER ROAD","LEWISTON","SA",5501,"twepc@twepc.com.au",-34.59633,138.6054,"Equestrian","www.twepc.com.au",2000-03-17
"235","Light Pass Cricket Club","LOT 206 DUCK PONDS ROAD","STOCKWELL","SA",5355,"",-34.43615,139.04877,"Cricket","",1997-02-01
"236","Cumberland United Womens Football Club","UNIT 17 4 SHEPHERDS HILL ROAD","BEDFORD PARK","SA",5042,"cuwfclub@gmail.com",-35.01271,138.57682,"Football (Soccer)","cuwfc.com.au",1977-04-21
"237","Special Olympics South Australia","21 CHESTER AVENUE","CLEARVIEW","SA",5085,"craigturner@adam.com.au",-34.8529,138.61313,"Athletics","www.specialolympics.com.au/sa",1991-05-26
"238","Special Olympics South Australia","5 BELALIE ROAD","INGLE FARM","SA",5098,"communitysa@specialolympics.com.au",-34.82733,138.64086,"Football (Soccer)","www.specialolympics.com.au/sa",1986-11-16
"239","Special Olympics South Australia","LOT 1602 FITZROY TERRACE","NORTH ADELAIDE","SA",5006,"communitysa@specialolympics.com.au",-34.9004,138.59073,"Swimming","www.specialolympics.com.au/sa",1971-11-17
"240","Special Olympics South Australia","LOT 11 WINTERSLOW ROAD","ELIZABETH","SA",5112,"communitysa@specialolympics.com.au",-34.71056,138.66872,"Tenpin Bowling","www.specialolympics.com.au/sa",1966-03-04
"241","Special Olympics South Australia","148A GOODWOOD ROAD","GOODWOOD","SA",5034,"adlsouth@specialolympicsregion.com.au",-34.95189,138.58956,"Cricket","www.specialolympics.com.au/sa",1982-05-19
"242","Special Olympics South Australia","UNIT 7 24 RUTLAND AVENUE","BRIGHTON","SA",5048,"communitysa@specialolympics.com.au",-35.0216,138.52022,"Football (Soccer)","www.specialolympics.com.au./sa",1984-01-13
"243","Special Olympics South Australia","TENANCY 109 485-501 MORPHETT ROAD","OAKLANDS PARK","SA",5046,"linwallie@yahoo.com.au",-35.01625,138.54277,"Swimming","www.specialolympics.com.au/sa",1987-11-14
"244","Special Olympics South Australia","46 PENOLA ROAD","MOUNT GAMBIER","SA",5290,"communitysa@specialolympics.com.au",-37.82451,140.78385,"Football (Soccer)","www.specialolympics.com.au/sa",2002-07-01
"245","Special Olympics South Australia","71C ESMOND ROAD","PORT PIRIE SOUTH","SA",5540,"communitysa@specialolympics.com.au",-33.19369,138.00938,"Tenpin Bowling","www.specialolympics.com.au/sa",1978-04-01
"246","Special Olympics South Australia","74-82 RAILWAY TERRACE","MILE END SOUTH","SA",5031,"communitysa@specialolympics.com.au",-34.93092,138.57511,"Netball","www.specialolympics.com.au/sa",1983-12-05
"247","Glenunga Tennis Club","LOT 123 KINGSLEY AVENUE","GLENUNGA","SA",5064,"jacquelinemjacobs@gmail.com",-34.94653,138.64017,"Tennis","http://www.tennis.com.au/glenungatc/",1954-05-19
"248","Tatiara Tennis Association","LOT 301 NORTH TERRACE","BORDERTOWN","SA",5268,"",-36.3071,140.7696,"Tennis","",1972-02-04
"249","Sturt Lions Football Club","LOT 112 SARGENT PARADE","BELLEVUE HEIGHTS","SA",5050,"vice.president@sturtlions.com.au",-35.03128,138.58798,"Football (Soccer)","www.sturtlions.com.au",1979-04-05
"250","Sturt Lions Football Club","LOT 51 SHEPHERDS HILL ROAD","EDEN HILLS","SA",5050,"vice.president@sturtlions.com.au",-35.02743,138.60201,"Football (Soccer)","www.sturtlions.com.au",2005-06-09
"251","Summertown Netball Club","1047 GREENHILL ROAD","SUMMERTOWN","SA",5141,"Summertownnc@hotmail.com",-34.95817,138.72722,"Netball","",1981-08-07
"252","Adelaide Baseball Club","19 URRBRAE TERRACE","PLYMPTON","SA",5038,"jrfrayne@tpg.com.au",-34.95656,138.5583,"Baseball","www.adelaideangelsbaseball.com.au",1951-06-28
"253","Berri Junior Netball Club","Corner McGilton Road and Clarke Road","BERRI","SA",5343,"rstokes@riverdocs.org.au",-34.28403,140.61019,"Netball","na",2000-06-11
