"Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude ","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website"
"Lutheran Tennis Club Murray Bridge","33 TODD AVENUE","MURRAY BRIDGE","SA","5253","","-35.134160000000001","139.24680000000001","Tennis",""
"Mundulla Netball Club Incorporated","1 NORTH TERRACE","MUNDULLA","SA","5270","tgr83627@bigpond.net.au","-36.360259999999997","140.68881999999999","Netball",""
"Southern Flinders Football Club","16221 HORROCKS HIGHWAY","GLADSTONE","SA","5473","","-33.275080000000003","138.35424","Australian Rules",""
"Southern Flinders Football Club","7 EAST TERRACE","LAURA","SA","5480","","-33.184330000000003","138.30489","Australian Rules",""
"Southern Flinders Football Club","41 CREW ROAD","WIRRABARA","SA","5481","","-33.030810000000002","138.26572999999999","Australian Rules",""
"Adelaide University Volleyball Club","UNIT 24 63 HACKNEY ROAD","HACKNEY","SA","5069","auvolleyball@gmail.com","-34.913899999999998","138.6164","Volleyball","http://www.auvc.com.au"
"Eudunda Robertstown Netball Club","LOT 500 MORGAN ROAD","EUDUNDA","SA","5374","prior_ashlee77@hotmail.com","-34.180019999999999","139.08964","Netball",""
"Flagstaff Hill Tennis Club","5 COROMANDEL STREET","FLAGSTAFF HILL","SA","5159","fhtcmembers@hotmail.com","-35.053400000000003","138.59475","Tennis","www.flagstaffhilltennis.com.au"
"Dolphins Amateur Swimming Club","UNIT 3 60 CANNAWIGARA ROAD","BORDERTOWN","SA","5268","dolphinsasc@hotmail.com","-36.308970000000002","140.76548","Swimming",""
"Mitcham Football Club","16 HAWTHORN CRESCENT","HAWTHORN","SA","5062","steve@optionwines.com.au","-34.973230000000001","138.60093000000001","Australian Rules","www.mitchamhawks.com.au"
"Westlands United Soccer & Social Club","LOT 33 FORESHORE","WHYALLA","SA","5600","andrew.jasper@bigpond.com","-33.041440000000001","137.5778","Football (Soccer)",""
"Angaston Tennis Club","1 CHINNER STREET","ANGASTON","SA","5353","fabroweld@bigpond.com","-34.505899999999997","139.04389","Tennis",""
"Robe Tennis Club","2 O'HALLORAN STREET","ROBE","SA","5276","robetennisclub@gmail.com","-37.164499999999997","139.74912","Tennis",""
"Coromandel Valley Tennis Club","LOT 11 MAIN ROAD","COROMANDEL VALLEY","SA","5051","chrismccarthy@hlbsa.com.au","-35.052379999999999","138.61965000000001","Tennis","www.coromandelvalleytennisclub.com.au"
"West Adelaide Bearcats Basketball Club","50-58 ST VINCENT STREET","PORT ADELAIDE","SA","5015","tankwest15@gmail.com","-34.845610000000001","138.50009","Basketball","www.westbearcats.net"
"Echoes Basketball Club","LOT 970 PRESSER ROAD","TANUNDA","SA","5352","alicia@venomsupplies.com","-34.52402","138.94283999999999","Basketball",""
"Lameroo Sports Club","LOT 191 OVAL TERRACE","LAMEROO","SA","5302","kim@mcpiggery.com.au","-35.332540000000002","140.517","Tennis",""
"South Gawler Cricket Club","LOT 110 DAWSON ROAD","EVANSTON","SA","5116","","-34.623620000000003","138.73142000000001","Cricket",""
"Southern Carriage Driving Society","154 SCHENSCHER ROAD","MONARTO","SA","5254","cate.goodall@health.sa.gov.au","-35.105229999999999","139.13215","Equestrian","http://www.southerncarriagedrivingsociety.org.au/"
"Tatiara Hockey Association","LOT 103 VENN AVENUE","BORDERTOWN","SA","5268","linda@mundigo.com.au","-36.316299999999998","140.76985999999999","Hockey","https://memberdesq.onesporttechnology.com/1045/org"
"Ingle Farm Junior Soccer Club","47 MARY LEONARD DRIVE","INGLE FARM","SA","5098","najalika@bigpond.net.au","-34.829270000000001","138.64094","Football (Soccer)","http://inglefarmjuniorsoccerclub.com/"
"Tatiara Hockey Association","LOT 410 SOUTH EAST TERRACE","KEITH","SA","5267","linda@mundigo.com.au","-36.101790000000001","140.35596000000001","Hockey","https://memberdesq.onesporttechnology.com/1045/org"
"Paskeville Basketball Club","LOT 505 RAILWAY TERRACE","PASKEVILLE","SA","5552","ajjbdavies@bigpond.com","-34.039749999999998","137.90485000000001","Basketball","http://www.foxsportspulse.com/club_info.cgi?clubID=57822&c=1-4595-0-0-0"
"Tatiara Hockey Association","23 KENNEDY STREET","MUNDULLA","SA","5270","linda@mundigo.com.au","-36.356819999999999","140.69130000000001","Hockey","https://memberdesq.onesporttechnology.com/1045/org"
"Tatiara Hockey Association","3426 RIDDOCH HIGHWAY","WILLALOOKA","SA","5267","linda@mundigo.com.au","-36.390889999999999","140.34863000000001","Hockey","https://memberdesq.onesporttechnology.com/1045/org"
"McLaren Districts Soccer Club","LOT 14 MAIN ROAD","MCLAREN FLAT","SA","5171","sieben@bigpond.com","-35.2074","138.58109999999999","Football (Soccer)","www.mclarensoccer.com"
"Tatiara Hockey Association","Tatiara (Bordertown, Mundulla, Keith, Willalooka, Western Flat)","Western Flat","SA","","linda@mundigo.com.au","-36.468249999999998","140.74194","Hockey","https://memberdesq.onesporttechnology.com/1045/org"
"International Clay Target Club","LOT 701 PARK ROAD","BUCKLAND PARK","SA","5120","asolotv@internode.on.net","-34.664879999999997","138.53824","Shooting",""
"Tea Tree Gully Golf Club","108 HAMILTON ROAD","FAIRVIEW PARK","SA","5126","dean@ttggolfclub.com.au","-34.79495","138.72844000000001","Golf","ttggolfclub.com.au"
"Somerton Park Tennis Club","UNIT 1 33 WILTON AVENUE","SOMERTON PARK","SA","5044","sptc5044@gmail.com","-34.99982","138.52571","Tennis","http://www.tennis.com.au/somertonparktc/"
"Eastern Mavericks District Basketball Club","26 ALEXANDRINA ROAD","MOUNT BARKER","SA","5251","secretary@easternmavericks.com.au","-35.07443","138.86232000000001","Basketball","easternmavericks.com.au"
"Semaphore Centrals Netball Club","166 HART STREET","ETHELTON","SA","5015","semaphorenetball@outlook.com","-34.8459","138.48894999999999","Netball","semaphorecentrals@netball.asn.au"
"Semaphore Centrals Netball Club","165 RAILWAY TERRACE","KESWICK TERMINAL","SA","5035","semaphorenetball@outlook.com","-34.932259999999999","138.57722999999999","Netball","semaphorecentrals@netball.asn.au"
"Renmark Rovers Football Club","LOT 81 MARRARA STREET","RENMARK","SA","5341","renmarkfc@sanflcfl.com.au","-34.167920000000002","140.74202","Australian Rules","rrfc.weebly.com"
"Seaton Ramblers Football and Sports Club","67 PEDLAR STREET","SEATON","SA","5023","","-34.880769999999998","138.50683000000001","Australian Rules",""
"Southern Tigers Basketball Association","LOT 105 ROCHESTER STREET","MORPHETT VALE","SA","5162","","-35.120420000000003","138.53883999999999","Basketball",""
"Bridgewater Callington Raiders Football Club","9-13 CALLINGTON ROAD","CALLINGTON","SA","5254","sneezer@internode.on.net","-35.11356","139.03946999999999","Australian Rules","http://www.bridgewaterraiders.org.au/"
"Oakdale Netball Club","165 RAILWAY TERRACE","KESWICK TERMINAL","SA","5035","oakdalesecretary@hotmail.com","-34.932270000000003","138.57674","Netball","www.oakdalenetballclub.com.au"
"Gawler Skating Club","LOT 4 NIXON TERRACE","GAWLER","SA","5118","aquatic.recreational@gawler.sa.gov.au","-34.597020000000001","138.73903000000001","Roller Sports","gawlerskatingclub.com.au"
"Enfield Hockey Club","UNIT 1 31 KENT AVENUE","CLEARVIEW","SA","5085","secretary@enfieldhockeyclub.com.au","-34.862870000000001","138.6148","Hockey","www.enfieldhockeyclub.com.au"
"Galaxy Basketball Club ","115-119 OLD PRINCES HIGHWAY","MURRAY BRIDGE EAST","SA","5253","csmith@centacare.org.au","-35.114289999999997","139.30374","Basketball",""
"Gymnastics SA","453 MORPHETT ROAD","OAKLANDS PARK","SA","5046","highperformance@gymsa.com.au","-35.012790000000003","138.54095000000001","Gymnastics","www.gymsa.com.au/hp"
"Tanunda Football Club","LOT 99 ELIZABETH STREET","TANUNDA","SA","5352","tanundajp@live.com.au","-34.521500000000003","138.9572","Australian Rules,Cricket,Netball,Tennis","www.tanundafc.com.au"
"Loxton Football Club","LOT 10 BOOKPURNONG TERRACE","LOXTON","SA","5333","loxtonfc@sanflcfl.com.au","-34.450380000000003","140.57719","Australian Rules","www.loxtonfootballclub.com"
"Kapunda Netball Club","LOT 3 MOYLE ROAD","KAPUNDA","SA","5373","sarahbrett14@bigpond.com ","-34.329889999999999","138.90161000000001","Netball",""
"Port Adelaide Athletics Club","LOT 20 LANGHAM PLACE","PORT ADELAIDE","SA","5015","contact@paac.net.au","-34.851950000000002","138.50407999999999","Athletics","paac.net.au"
"St Michael's All Angels Netball Club","UNIT 1 89 HOLBROOKS ROAD","FLINDERS PARK","SA","5025","registrar@smaanetballclub.com.au","-34.912030000000001","138.54804999999999","Netball","www.smaanetballclub.com.au"
"Xavier Saints Tennis Club","LOT 2 VICTORIA TERRACE","GAWLER","SA","5118","tokafish@iprimus.com.au","-34.595649999999999","138.7381","Tennis","http://gawlertennis.com.au/clubs/xavier-saints/"
"Carisbrook Calisthenics Club","59-61 PARK TERRACE","SALISBURY","SA","5108","carisbrookcali@gmail.com","-34.765839999999997","138.64664999999999","Calisthenics","www.facebook.com/carisbrookcalisthenicsclub"
"Salisbury Villa Sports and Social Club","76 LAVENDER DRIVE","PARAFIELD GARDENS","SA","5107","salisburyvilla@hotmail.com","-34.776090000000003","138.61696000000001","Football (Soccer)",""
"Southern Table Tennis","LOT 642 STATES ROAD","MORPHETT VALE","SA","5162","admin@southerntabletennis.org.au","-35.120629999999998","138.53753","Table Tennis","www.southerntabletennis.org.au"
"Reynella Tennis Club","LOT 64 RAILWAY TERRACE","OLD REYNELLA","SA","5161","gwsgtdjd@adam.com.au","-35.089779999999998","138.54398","Tennis",""
"Mount Barker Tennis Club","20 ALBERT ROAD","MOUNT BARKER","SA","5251","thesecretary@mountbarkertennisclub.com","-35.076479999999997","138.86304999999999","Tennis","mountbarkertennisclub.com"
"Yorke Peninsula Taekwondo Centre","59-61 MAITLAND ROAD","MINLATON","SA","5575","leslielund@internode.on.net","-34.758789999999998","137.59729999999999","Taekwondo","www.taekwondo-yp-sa.webs.com"
"Yorke Peninsula Taekwondo Centre","2 NORTH TERRACE","MINLATON","SA","5575","leslielund@internode.on.net","-34.765749999999997","137.59306000000001","Taekwondo","www.taekwondo-yp-sa.webs.com"
"Hindmarsh Valley Tennis Club","30 HINDMARSH TIERS ROAD","HINDMARSH VALLEY","SA","5211","dixpryce@gmail.com","-35.49689","138.62603999999999","Tennis",""
"Gazelles Netball Club","4B MAVROS ROAD","ELIZABETH DOWNS","SA","5113","secretary@gazellesnetballclub.com","-34.704650000000001","138.6848","Netball","www.gazellesnetballclub.com"
"Heathfield Netball Club","130 LONGWOOD ROAD","HEATHFIELD","SA","5153","Heathfieldnetballclub@gmail.com","-35.022390000000001","138.71314000000001","Netball","http://heathfield.sa.netball.com.au"
"North Vikings Inline Hockey Club","LOT 4 NIXON TERRACE","GAWLER","SA","5118","northvikings@hotmail.com.au","-34.597940000000001","138.73990000000001","Roller Sports","northvikings.hockeysyte.com"
"Ceduna Sports Club","LOT 184 EYRE HIGHWAY","CEDUNA","SA","5690","cedunasportsclub@gmail.com","-32.118650000000002","133.67444","Australian Rules,Cricket,Dancesport,Eight-Ball,Netball,Tennis",""
"Flagstaff Hill Football Club","4 COROMANDEL STREET","FLAGSTAFF HILL","SA","5159","fhfc@internode.on.net","-35.053530000000002","138.59478999999999","Australian Rules","fhfc.com.au"
"Kapunda Bowling Club","8-12 OLDHAM STREET","KAPUNDA","SA","5373","kapundabowlingclub@gmail.com","-34.34149","138.91831999999999","Bowls","http://kapundabowlingclub.bowls.au"
"Hahndorf Soccer Club","24 PINE AVENUE","HAHNDORF","SA","5245","contact@hahndorfsc.com","-35.032530000000001","138.80843999999999","Football (Soccer)","www.hahndorfsc.com"
"Hackham Football Club","LOT 1 DOCTORS ROAD","HACKHAM","SA","5163","hackhamfootballandsocialclub@gmail.com","-35.13693","138.53488999999999","Australian Rules,Cricket,Eight-Ball,Football (Soccer)","www.hackhamhawks.com.au"
"South Australian Race Walkers Club","67 GREENHILL ROAD","WAYVILLE","SA","5034","steve.harlington@gmail.com","-34.941290000000002","138.59522999999999","Athletics","http://www.racewalking.com.au/"
"Port Adelaide Tennis Club","118 WOOLNOUGH ROAD","LARGS BAY","SA","5016","info@portadelaidetennisclub.com","-34.832790000000003","138.48803000000001","Tennis","www.portadelaidetennisclub.com"
"Barossa Tigers Junior Basketball Club","LOT 44 MAGNOLIA ROAD","TANUNDA","SA","5352","","-34.518790000000003","138.98029","Basketball","www.foxsportspulse.com/club_info.cgi?clubID=72336&c=1-4983-0-0-0"
"Torrens Rowing Club","LOT 1018 VICTORIA DRIVE","ADELAIDE","SA","5000","tmilne@torrensrowingclub.com","-34.916969999999999","138.59979999999999","Rowing","www.torrensrowingclub.com"
"Goodwood Baseball Club","2 STURT AVENUE","COLONEL LIGHT GARDENS","SA","5041","president@goodwoodbaseball.com.au","-34.989930000000001","138.59429","Baseball","http://www.goodwoodbaseball.com.au/"
"Morphett Vale Football and Sports Club","4 WHEATSHEAF ROAD","MORPHETT VALE","SA","5162","morphettvalefootballclubsecretary@live.com.au","-35.127070000000003","138.52528000000001","Australian Rules","www.morphettvalefc.sportingpulse.net"
"Forestville Hockey Club","5 FAIRFAX AVENUE","MILLSWOOD","SA","5034","juniors@fhc.com.au","-34.956429999999997","138.58453","Hockey","www.fhc.com.au"
"Gumeracha Netball Club","9 ALBERT STREET","GUMERACHA","SA","5233","karynhicks@bigpond.com","-34.824939999999998","138.88298","Netball","www.gumeracha.sa.netball.com.au"
"Golden Grove Tennis Club","LOT 2 YATALA VALE ROAD","SURREY DOWNS","SA","5126","secretary@ggtc.org.au","-34.794110000000003","138.71464","Tennis","www.ggtc.org.au"
"Gawler Hockey Club","70 ANGLE VALE ROAD","EVANSTON GARDENS","SA","5116","GawlerHC@barossahockey.com","-34.626420000000003","138.71766","Hockey","http://www.gawlerhockeyclub.com/site/index.cfm?fuseaction=display_main&OrgID=11575"
"Golden Grove Cricket Club","LOT 102 WYNN VALE DRIVE","WYNN VALE","SA","5127","ggcc@goldengrovecc.asn.au","-34.799250000000001","138.68073999999999","Cricket","www.goldengrovecc.asn.au"
"Golden Grove Cricket Club","39 ONE TREE HILL ROAD","GOLDEN GROVE","SA","5125","ggcc@goldengrovecc.asn.au","-34.776269999999997","138.72662","Cricket","www.goldengrovecc.asn.au"
"Eyre Gymnastics Club","LOT 32 BROADBENT TERRACE","WHYALLA","SA","5600","eyregymnastics@yahoo.com.au","-33.041890000000002","137.58058","Gymnastics",""
"Adelaide University Rugby Union Football Club","LOT 101 FULLARTON ROAD","URRBRAE","SA","5064","shortblacks@aurugby.com.au","-34.969720000000002","138.62841","Rugby Union","https://www.facebook.com/AURUFC"
"Kadina Netball Club","1 FRANCES TERRACE","KADINA","SA","5554","svadams5@bigpond.com","-33.962139999999998","137.70690999999999","Netball",""
"Ice Hockey Association (SA)","Ice Arena","TORRENSVILLE","SA","5031","","-34.919730000000001","138.57827","Ice Hockey",""
"Special Olympics South Australia","40-50 YORK AVENUE","CLOVELLY PARK","SA","5042","trevkin@adam.com.au","-35.001519999999999","138.57386","Basketball","www.specialolympics.com.au/sa/adelaidesouth"
"Special Olympics South Australia","LOT 220 MILHAM STREET","OAKLANDS PARK","SA","5046","communitysa@specialolympics.com.au","-35.013710000000003","138.54266000000001","Tenpin Bowling","www.specialolympics.com.au/sa"
"Glenelg District Cricket Club","LOT 100 BRIGHTON ROAD","GLENELG EAST","SA","5045","alanscholz@bigpond.com","-34.983649999999997","138.52080000000001","Cricket","www.gdcc.net.au"
"Reynella Cricket Club","5 OVAL ROAD","OLD REYNELLA","SA","5161","reynella.juniors@gmail.com","-35.088859999999997","138.54326","Cricket","http://reynellacc.sa.cricket.com.au"
"Two Wells Equestrian and Pony Club","47 AUNGER ROAD","LEWISTON","SA","5501","twepc@twepc.com.au","-34.596330000000002","138.6054","Equestrian","www.twepc.com.au"
"Light Pass Cricket Club","LOT 206 DUCK PONDS ROAD","STOCKWELL","SA","5355","","-34.436149999999998","139.04876999999999","Cricket",""
"Cumberland United Womens Football Club","UNIT 17 4 SHEPHERDS HILL ROAD","BEDFORD PARK","SA","5042","cuwfclub@gmail.com","-35.012709999999998","138.57682","Football (Soccer)","cuwfc.com.au"
"Special Olympics South Australia","21 CHESTER AVENUE","CLEARVIEW","SA","5085","craigturner@adam.com.au","-34.852899999999998","138.61313000000001","Athletics","www.specialolympics.com.au/sa"
"Special Olympics South Australia","5 BELALIE ROAD","INGLE FARM","SA","5098","communitysa@specialolympics.com.au","-34.827330000000003","138.64086","Football (Soccer)","www.specialolympics.com.au/sa"
"Special Olympics South Australia","LOT 1602 FITZROY TERRACE","NORTH ADELAIDE","SA","5006","communitysa@specialolympics.com.au","-34.900399999999998","138.59073000000001","Swimming","www.specialolympics.com.au/sa"
"Special Olympics South Australia","LOT 11 WINTERSLOW ROAD","ELIZABETH","SA","5112","communitysa@specialolympics.com.au","-34.710560000000001","138.66872000000001","Tenpin Bowling","www.specialolympics.com.au/sa"
"Special Olympics South Australia","148A GOODWOOD ROAD","GOODWOOD","SA","5034","adlsouth@specialolympicsregion.com.au","-34.951889999999999","138.58956000000001","Cricket","www.specialolympics.com.au/sa"
"Special Olympics South Australia","UNIT 7 24 RUTLAND AVENUE","BRIGHTON","SA","5048","communitysa@specialolympics.com.au","-35.021599999999999","138.52021999999999","Football (Soccer)","www.specialolympics.com.au./sa"
"Special Olympics South Australia","TENANCY 109 485-501 MORPHETT ROAD","OAKLANDS PARK","SA","5046","linwallie@yahoo.com.au","-35.016249999999999","138.54276999999999","Swimming","www.specialolympics.com.au/sa"
"Special Olympics South Australia","46 PENOLA ROAD","MOUNT GAMBIER","SA","5290","communitysa@specialolympics.com.au","-37.824509999999997","140.78385","Football (Soccer)","www.specialolympics.com.au/sa"
"Special Olympics South Australia","71C ESMOND ROAD","PORT PIRIE SOUTH","SA","5540","communitysa@specialolympics.com.au","-33.193689999999997","138.00937999999999","Tenpin Bowling","www.specialolympics.com.au/sa"
"Special Olympics South Australia","74-82 RAILWAY TERRACE","MILE END SOUTH","SA","5031","communitysa@specialolympics.com.au","-34.93092","138.57511","Netball","www.specialolympics.com.au/sa"
"Glenunga Tennis Club","LOT 123 KINGSLEY AVENUE","GLENUNGA","SA","5064","jacquelinemjacobs@gmail.com","-34.946530000000003","138.64017000000001","Tennis","http://www.tennis.com.au/glenungatc/"
